id,build_id,tag_id
8c59dab4-e5ee-4859-b317-773f816141fd,ab4ac163-bd11-4313-99a6-30b079cb3c43,660ec6e5-e976-4e6c-8329-862f0a4e0f3d
9f394afc-b453-4910-90fc-a2202bc9d5a6,0161248b-6850-4888-9b61-fee9bc82e5c1,660ec6e5-e976-4e6c-8329-862f0a4e0f3d
ad05cdb4-20a6-465c-ba00-9b5f8b808c79,5e6a9694-35a1-4076-9c21-094a2d81033f,8f5d4401-c4fc-495d-baa8-f0ab11d9744c
b5af6aa4-3a32-45b1-8123-e4ad714fdd41,1e3bcbb8-72b0-45ec-8ad3-ff3ac9ca1bf5,660ec6e5-e976-4e6c-8329-862f0a4e0f3d
b6bdd5a0-938c-40f9-b817-da3a470367e9,66a80d2e-6c6d-4cb8-a873-f5f15e7edc7c,660ec6e5-e976-4e6c-8329-862f0a4e0f3d
b7c7fec1-45a4-4207-bc59-c2d1aa5038e9,908bd82f-7d09-4512-b2b9-6cd48ba7d5b3,8903d073-0828-4575-bc71-d3d148f0de87
b9a7e3bc-3b7c-4871-8afe-8d90a0b04cf2,c7dfbe11-a49f-49ea-b2e3-323fcc30c895,db39a172-09a3-4ff8-a160-b1ec5b5aad7a
bea19095-55de-41fc-bd61-cb8ee9ce061e,0161248b-6850-4888-9b61-fee9bc82e5c1,1003b0cc-6ff2-45f1-8ae4-355ea8819d96
c4f2ed32-f6b5-4c29-a19a-0650c61433b1,15c4f7e1-a610-4782-8d5c-e58bdb32fb80,db39a172-09a3-4ff8-a160-b1ec5b5aad7a
c63c9791-442d-4fb2-bfbb-3ef13e6d52b0,a7b5ac2a-a212-4561-a3e1-a4ad9044a2fa,8f5d4401-c4fc-495d-baa8-f0ab11d9744c
c8ffdd0d-552f-4475-a60f-da1cc32ddc61,c7dfbe11-a49f-49ea-b2e3-323fcc30c895,660ec6e5-e976-4e6c-8329-862f0a4e0f3d
cd577a2d-9612-4aae-850a-74df6a960f1f,b4b63674-9e5a-437b-8e10-2da99c9e710b,660ec6e5-e976-4e6c-8329-862f0a4e0f3d
e1178ae7-3bc6-487d-92cd-51531b49980f,b3bc844a-d11d-4945-9831-dc2a089336b9,1003b0cc-6ff2-45f1-8ae4-355ea8819d96
e43df9e6-0c51-4b34-afe0-c56b4ec0a840,5e6a9694-35a1-4076-9c21-094a2d81033f,1003b0cc-6ff2-45f1-8ae4-355ea8819d96
e4cc8385-e850-4a44-b894-99b52f01491a,fcc527eb-c40a-4159-98b1-1519b9348977,1003b0cc-6ff2-45f1-8ae4-355ea8819d96
e78e8e71-5f8d-4315-ace9-dee8f42ff910,a7b5ac2a-a212-4561-a3e1-a4ad9044a2fa,660ec6e5-e976-4e6c-8329-862f0a4e0f3d
f3aa5d56-cf0e-4b27-b00f-8bb37e5b5644,1c44c97e-db18-4dbf-8e28-177ab40b521d,8903d073-0828-4575-bc71-d3d148f0de87
f92e4065-1b4d-41f7-8b12-7e7973e686eb,b4b63674-9e5a-437b-8e10-2da99c9e710b,1003b0cc-6ff2-45f1-8ae4-355ea8819d96
