id,atomizer_id,coil_id,cotton_id,user_id,active,created,disabledOn,ohm,driptip_id,mod_id,dual,dualMode
69bf3249-f5e5-433f-aea4-eb9f2e22227a,2aa1aaa7-0ee2-41a3-8c34-c4858e662bf9,f97801b9-407f-48c8-a0d4-745ca3b5e66d,9d6ca108-f36f-4658-943e-a9a283fa4f93,ef1bb964-8099-4d5d-9484-d4d8174c6c33,1,2022-02-17 10:47:23.0,,0.390,5c205f89-1b51-4b88-b99b-eadc08a35a1b,12ffefcb-c703-45ef-bb7a-2f85a0e0b75b,1,2
77b7789e-f989-42c1-ab20-99c8d58584ad,1f9e9a42-22da-4e61-a1a2-1bc14c9ac381,b15f8038-648c-4497-b98d-6e9b87bda32c,38579bf0-c462-4afb-8111-e110505b6de7,ef1bb964-8099-4d5d-9484-d4d8174c6c33,1,2022-03-11 22:29:09.0,,1.240,44018e0f-4b8d-41f7-b7b0-258cec7fb023,12ffefcb-c703-45ef-bb7a-2f85a0e0b75b,0,
908bd82f-7d09-4512-b2b9-6cd48ba7d5b3,c16294e5-21f1-409a-9556-b13e2ca191bd,b15f8038-648c-4497-b98d-6e9b87bda32c,191d8b1a-2783-4377-b056-eeaaf9187b3c,ef1bb964-8099-4d5d-9484-d4d8174c6c33,0,2022-02-14 02:56:14.0,,1.290,48cd5dbc-2db6-49f4-9c4f-f7443e159377,bbd8533a-a28e-4f4b-b3f8-3174c72bc33e,0,
a7b5ac2a-a212-4561-a3e1-a4ad9044a2fa,1f9e9a42-22da-4e61-a1a2-1bc14c9ac381,efe6a03e-726e-48bb-aa5c-88b9c274f935,191d8b1a-2783-4377-b056-eeaaf9187b3c,ef1bb964-8099-4d5d-9484-d4d8174c6c33,0,2022-03-09 20:33:43.0,,0.380,44018e0f-4b8d-41f7-b7b0-258cec7fb023,12ffefcb-c703-45ef-bb7a-2f85a0e0b75b,0,
ab4ac163-bd11-4313-99a6-30b079cb3c43,f1cb38c0-230f-4746-96db-58077d64c7de,8f6cb4a2-8498-4a81-be58-5c569dbfcf7c,538f7299-f0e3-478d-839d-6589effb7986,ef1bb964-8099-4d5d-9484-d4d8174c6c33,0,2022-02-26 17:57:59.0,,0.890,abdc34d2-2534-4454-b95a-ed444c66ad3e,12ffefcb-c703-45ef-bb7a-2f85a0e0b75b,0,
b164e158-4813-46ee-a8e1-f2f53f99b624,a19b0506-710f-4114-8e4a-239a4328cab1,70bc59e4-6c46-4353-ab70-b87d2143d7ee,c0670c70-c584-4e30-a5ef-5af7787b113f,ef1bb964-8099-4d5d-9484-d4d8174c6c33,0,2022-02-18 12:24:20.0,,0.910,5cea4321-b236-4c01-851b-1703c768de15,c3632a64-e7fa-4e4f-ac32-7142aebd88ca,0,
b3bc844a-d11d-4945-9831-dc2a089336b9,f1cb38c0-230f-4746-96db-58077d64c7de,0f38e20d-4c65-4095-8c58-7335f3c40a48,191d8b1a-2783-4377-b056-eeaaf9187b3c,ef1bb964-8099-4d5d-9484-d4d8174c6c33,0,2022-02-22 10:57:03.0,2022-02-22 16:43:38.0,2.480,abdc34d2-2534-4454-b95a-ed444c66ad3e,12ffefcb-c703-45ef-bb7a-2f85a0e0b75b,0,
b4b63674-9e5a-437b-8e10-2da99c9e710b,f1cb38c0-230f-4746-96db-58077d64c7de,50731399-4caa-40ca-a41e-8f701930aa38,cb28426b-0dfa-4eba-8b84-6f586a693a6d,ef1bb964-8099-4d5d-9484-d4d8174c6c33,0,2022-02-22 16:43:40.0,,0.730,abdc34d2-2534-4454-b95a-ed444c66ad3e,12ffefcb-c703-45ef-bb7a-2f85a0e0b75b,0,
b7fb6098-4e5c-42db-bf3b-44977aad49d8,8f4fca2c-9c4a-4185-a253-95f28ef2cbc7,0f38e20d-4c65-4095-8c58-7335f3c40a48,23fec39e-80a3-4dcd-8ea2-17d77f170eb0,ef1bb964-8099-4d5d-9484-d4d8174c6c33,1,2022-02-20 00:41:49.0,,2.320,ff572c95-f29e-4e55-88ba-625d0ad96c83,c6799a7b-47a9-4fc6-be66-8da37ef9b651,0,
c7dfbe11-a49f-49ea-b2e3-323fcc30c895,c16294e5-21f1-409a-9556-b13e2ca191bd,39726ef8-db88-4dbb-88d8-cec44e5942cf,23fec39e-80a3-4dcd-8ea2-17d77f170eb0,ef1bb964-8099-4d5d-9484-d4d8174c6c33,1,2022-03-05 01:24:13.0,,1.320,3e74027e-f720-4bef-8822-4e6a569f713a,12ffefcb-c703-45ef-bb7a-2f85a0e0b75b,0,
c92f828f-e386-4c9f-b424-3cabac0181fa,f1cb38c0-230f-4746-96db-58077d64c7de,43ab5b24-0b45-42d1-a6b3-f5b90a85b715,9d6ca108-f36f-4658-943e-a9a283fa4f93,ef1bb964-8099-4d5d-9484-d4d8174c6c33,0,2022-02-22 10:08:01.0,,1.270,abdc34d2-2534-4454-b95a-ed444c66ad3e,12ffefcb-c703-45ef-bb7a-2f85a0e0b75b,0,
e80fff14-87a1-46f9-a43a-17e575a41bc1,e7b868e8-fbb3-4f42-b307-dc8af6806efb,335dfc4e-8681-409e-8f0a-c60ed93fc058,2d30dcbd-f30e-4de2-8108-b82c77d2cf6d,ef1bb964-8099-4d5d-9484-d4d8174c6c33,1,2022-02-27 00:53:29.0,,1.200,491667e3-9d4f-4260-8cc7-bf9b405261c4,bbd8533a-a28e-4f4b-b3f8-3174c72bc33e,0,
fcc527eb-c40a-4159-98b1-1519b9348977,1f9e9a42-22da-4e61-a1a2-1bc14c9ac381,896b9a3a-85fb-47bd-a0d7-9566c3adfc12,9d6ca108-f36f-4658-943e-a9a283fa4f93,ef1bb964-8099-4d5d-9484-d4d8174c6c33,0,2022-03-07 09:50:10.0,,1.340,44018e0f-4b8d-41f7-b7b0-258cec7fb023,12ffefcb-c703-45ef-bb7a-2f85a0e0b75b,0,
